column_name,Contain Value,Ratio
system.heightening.damage.2,1,0.0005827505827505828
system.heightening.damage.3,1,0.0005827505827505828
system.overlays.px43dahs3eb2rukw.system.defense.save.statistic,1,0.0005827505827505828
system.overlays.owbdx5mwkhnfjfe8._id,1,0.0005827505827505828
system.overlays.owbdx5mwkhnfjfe8.overlayType,1,0.0005827505827505828
system.overlays.owbdx5mwkhnfjfe8.sort,1,0.0005827505827505828
system.overlays.owbdx5mwkhnfjfe8.system.area.value,1,0.0005827505827505828
system.overlays.owbdx5mwkhnfjfe8.system.time.value,1,0.0005827505827505828
system.overlays.owbdx5mwkhnfjfe8.system.traits.value,1,0.0005827505827505828
system.overlays.qrxkquqbapot642g._id,1,0.0005827505827505828
system.overlays.qrxkquqbapot642g.overlayType,1,0.0005827505827505828
system.overlays.qrxkquqbapot642g.sort,1,0.0005827505827505828
system.overlays.qrxkquqbapot642g.system.time.value,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.name,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.overlayType,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.sort,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.system.area.value,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.system.damage.0.formula,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.system.heightening.damage.0,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.system.time.value,1,0.0005827505827505828
system.overlays.zzgj6vleao856t2k.system.traits.value,1,0.0005827505827505828
system.heightening.levels.5.time.value,1,0.0005827505827505828
system.heightening.levels.5.traits.value,1,0.0005827505827505828
system.heightening.levels.5.area.areaType,1,0.0005827505827505828
system.heightening.levels.8.area.areaType,1,0.0005827505827505828
system.heightening.levels.8.area.type,1,0.0005827505827505828
system.heightening.levels.8.area.value,1,0.0005827505827505828
system.damage.yRdlETS4TihX3ekq.applyMod,1,0.0005827505827505828
system.damage.yRdlETS4TihX3ekq.formula,1,0.0005827505827505828
system.damage.yRdlETS4TihX3ekq.kinds,1,0.0005827505827505828
system.damage.yRdlETS4TihX3ekq.materials,1,0.0005827505827505828
system.damage.yRdlETS4TihX3ekq.type,1,0.0005827505827505828
system.damage.0Uok2pip94aNbBFd.applyMod,1,0.0005827505827505828
system.damage.0Uok2pip94aNbBFd.formula,1,0.0005827505827505828
system.damage.0Uok2pip94aNbBFd.kinds,1,0.0005827505827505828
system.damage.0Uok2pip94aNbBFd.materials,1,0.0005827505827505828
system.damage.0Uok2pip94aNbBFd.type,1,0.0005827505827505828
system.heightening.damage.0Uok2pip94aNbBFd,1,0.0005827505827505828
system.overlays.NYYzPXYkV0V917XF.name,1,0.0005827505827505828
system.overlays.NYYzPXYkV0V917XF.overlayType,1,0.0005827505827505828
system.overlays.NYYzPXYkV0V917XF.sort,1,0.0005827505827505828
system.overlays.NYYzPXYkV0V917XF.system.damage.0Uok2pip94aNbBFd.kinds,1,0.0005827505827505828
system.overlays.NYYzPXYkV0V917XF.system.damage.0Uok2pip94aNbBFd.type,1,0.0005827505827505828
system.overlays.OTj254xSoTgGQJlU.name,1,0.0005827505827505828
system.overlays.OTj254xSoTgGQJlU.overlayType,1,0.0005827505827505828
system.overlays.OTj254xSoTgGQJlU.sort,1,0.0005827505827505828
system.overlays.OTj254xSoTgGQJlU.system.damage.0Uok2pip94aNbBFd.kinds,1,0.0005827505827505828
system.overlays.OTj254xSoTgGQJlU.system.damage.0Uok2pip94aNbBFd.type,1,0.0005827505827505828
system.overlays.TqI3B4hFxajOSIm3.name,1,0.0005827505827505828
system.overlays.TqI3B4hFxajOSIm3.overlayType,1,0.0005827505827505828
system.overlays.TqI3B4hFxajOSIm3.sort,1,0.0005827505827505828
system.overlays.TqI3B4hFxajOSIm3.system.damage.0Uok2pip94aNbBFd.kinds,1,0.0005827505827505828
system.overlays.TqI3B4hFxajOSIm3.system.damage.0Uok2pip94aNbBFd.type,1,0.0005827505827505828
system.overlays.WIvpqh0pSKKC4t0F.name,1,0.0005827505827505828
system.overlays.WIvpqh0pSKKC4t0F.overlayType,1,0.0005827505827505828
system.overlays.WIvpqh0pSKKC4t0F.sort,1,0.0005827505827505828
system.overlays.WIvpqh0pSKKC4t0F.system.damage.0Uok2pip94aNbBFd.kinds,1,0.0005827505827505828
system.overlays.WIvpqh0pSKKC4t0F.system.damage.0Uok2pip94aNbBFd.type,1,0.0005827505827505828
system.damage.QrOXDstbGji5fsbX.applyMod,1,0.0005827505827505828
system.damage.QrOXDstbGji5fsbX.formula,1,0.0005827505827505828
system.damage.QrOXDstbGji5fsbX.kinds,1,0.0005827505827505828
system.damage.QrOXDstbGji5fsbX.materials,1,0.0005827505827505828
system.damage.QrOXDstbGji5fsbX.type,1,0.0005827505827505828
system.heightening.damage.QrOXDstbGji5fsbX,1,0.0005827505827505828
system.damage.ab3ptdpkosjwwhas.applyMod,1,0.0005827505827505828
system.damage.ab3ptdpkosjwwhas.formula,1,0.0005827505827505828
system.damage.ab3ptdpkosjwwhas.kinds,1,0.0005827505827505828
system.damage.ab3ptdpkosjwwhas.materials,1,0.0005827505827505828
system.damage.ab3ptdpkosjwwhas.type,1,0.0005827505827505828
system.damage.ykcgd1y626dthnzt.applyMod,1,0.0005827505827505828
system.damage.ykcgd1y626dthnzt.formula,1,0.0005827505827505828
system.damage.ykcgd1y626dthnzt.kinds,1,0.0005827505827505828
system.damage.ykcgd1y626dthnzt.materials,1,0.0005827505827505828
system.damage.ykcgd1y626dthnzt.type,1,0.0005827505827505828
system.heightening.damage.ab3ptdpkosjwwhas,1,0.0005827505827505828
system.heightening.damage.ykcgd1y626dthnzt,1,0.0005827505827505828
system.damage.lhtty9ufzih9gfue.applyMod,1,0.0005827505827505828
system.damage.lhtty9ufzih9gfue.formula,1,0.0005827505827505828
system.damage.lhtty9ufzih9gfue.kinds,1,0.0005827505827505828
system.damage.lhtty9ufzih9gfue.materials,1,0.0005827505827505828
system.damage.lhtty9ufzih9gfue.type,1,0.0005827505827505828
system.damage.pxacolqtc1zeoqw3.applyMod,1,0.0005827505827505828
system.damage.pxacolqtc1zeoqw3.category,1,0.0005827505827505828
system.damage.pxacolqtc1zeoqw3.formula,1,0.0005827505827505828
system.damage.pxacolqtc1zeoqw3.kinds,1,0.0005827505827505828
system.damage.pxacolqtc1zeoqw3.materials,1,0.0005827505827505828
system.damage.pxacolqtc1zeoqw3.type,1,0.0005827505827505828
system.heightening.levels.10.damage.lhtty9ufzih9gfue.applyMod,1,0.0005827505827505828
system.heightening.levels.10.damage.lhtty9ufzih9gfue.formula,1,0.0005827505827505828
system.heightening.levels.10.damage.lhtty9ufzih9gfue.materials,1,0.0005827505827505828
system.heightening.levels.10.damage.lhtty9ufzih9gfue.type,1,0.0005827505827505828
system.heightening.levels.10.damage.pxacolqtc1zeoqw3.applyMod,1,0.0005827505827505828
system.heightening.levels.10.damage.pxacolqtc1zeoqw3.category,1,0.0005827505827505828
system.heightening.levels.10.damage.pxacolqtc1zeoqw3.formula,1,0.0005827505827505828
system.heightening.levels.10.damage.pxacolqtc1zeoqw3.materials,1,0.0005827505827505828
system.heightening.levels.10.damage.pxacolqtc1zeoqw3.type,1,0.0005827505827505828
system.heightening.levels.4.damage.lhtty9ufzih9gfue.applyMod,1,0.0005827505827505828
system.heightening.levels.4.damage.lhtty9ufzih9gfue.formula,1,0.0005827505827505828
system.heightening.levels.4.damage.lhtty9ufzih9gfue.materials,1,0.0005827505827505828
system.heightening.levels.4.damage.lhtty9ufzih9gfue.type,1,0.0005827505827505828
system.heightening.levels.4.damage.pxacolqtc1zeoqw3.applyMod,1,0.0005827505827505828
system.heightening.levels.4.damage.pxacolqtc1zeoqw3.category,1,0.0005827505827505828
system.heightening.levels.4.damage.pxacolqtc1zeoqw3.formula,1,0.0005827505827505828
system.heightening.levels.4.damage.pxacolqtc1zeoqw3.materials,1,0.0005827505827505828
system.heightening.levels.4.damage.pxacolqtc1zeoqw3.type,1,0.0005827505827505828
system.heightening.levels.6.damage.lhtty9ufzih9gfue.applyMod,1,0.0005827505827505828
system.heightening.levels.6.damage.lhtty9ufzih9gfue.formula,1,0.0005827505827505828
system.heightening.levels.6.damage.lhtty9ufzih9gfue.materials,1,0.0005827505827505828
system.heightening.levels.6.damage.lhtty9ufzih9gfue.type,1,0.0005827505827505828
system.heightening.levels.6.damage.pxacolqtc1zeoqw3.applyMod,1,0.0005827505827505828
system.heightening.levels.6.damage.pxacolqtc1zeoqw3.category,1,0.0005827505827505828
system.heightening.levels.6.damage.pxacolqtc1zeoqw3.formula,1,0.0005827505827505828
system.heightening.levels.6.damage.pxacolqtc1zeoqw3.materials,1,0.0005827505827505828
system.heightening.levels.6.damage.pxacolqtc1zeoqw3.type,1,0.0005827505827505828
system.heightening.levels.8.damage.lhtty9ufzih9gfue.applyMod,1,0.0005827505827505828
system.heightening.levels.8.damage.lhtty9ufzih9gfue.formula,1,0.0005827505827505828
system.heightening.levels.8.damage.lhtty9ufzih9gfue.materials,1,0.0005827505827505828
system.heightening.levels.8.damage.lhtty9ufzih9gfue.type,1,0.0005827505827505828
system.heightening.levels.8.damage.pxacolqtc1zeoqw3.applyMod,1,0.0005827505827505828
system.heightening.levels.8.damage.pxacolqtc1zeoqw3.category,1,0.0005827505827505828
system.heightening.levels.8.damage.pxacolqtc1zeoqw3.formula,1,0.0005827505827505828
system.heightening.levels.8.damage.pxacolqtc1zeoqw3.materials,1,0.0005827505827505828
system.heightening.levels.8.damage.pxacolqtc1zeoqw3.type,1,0.0005827505827505828
system.damage.3fs8oc0vhfp42yxz.applyMod,1,0.0005827505827505828
system.damage.3fs8oc0vhfp42yxz.formula,1,0.0005827505827505828
system.damage.3fs8oc0vhfp42yxz.kinds,1,0.0005827505827505828
system.damage.3fs8oc0vhfp42yxz.materials,1,0.0005827505827505828
system.damage.3fs8oc0vhfp42yxz.type,1,0.0005827505827505828
system.damage.Zni2ysVqFC6plPs7.applyMod,1,0.0005827505827505828
system.damage.Zni2ysVqFC6plPs7.formula,1,0.0005827505827505828
system.damage.Zni2ysVqFC6plPs7.kinds,1,0.0005827505827505828
system.damage.Zni2ysVqFC6plPs7.materials,1,0.0005827505827505828
system.damage.Zni2ysVqFC6plPs7.type,1,0.0005827505827505828
system.heightening.damage.Zni2ysVqFC6plPs7,1,0.0005827505827505828
system.damage.bVVua6iV5Q7ktuiB.applyMod,1,0.0005827505827505828
system.damage.bVVua6iV5Q7ktuiB.formula,1,0.0005827505827505828
system.damage.bVVua6iV5Q7ktuiB.kinds,1,0.0005827505827505828
system.damage.bVVua6iV5Q7ktuiB.materials,1,0.0005827505827505828
system.damage.bVVua6iV5Q7ktuiB.type,1,0.0005827505827505828
system.heightening.damage.bVVua6iV5Q7ktuiB,1,0.0005827505827505828
system.damage.1aOzFUJQMCR1aabW.applyMod,1,0.0005827505827505828
system.damage.1aOzFUJQMCR1aabW.formula,1,0.0005827505827505828
system.damage.1aOzFUJQMCR1aabW.kinds,1,0.0005827505827505828
system.damage.1aOzFUJQMCR1aabW.materials,1,0.0005827505827505828
system.damage.1aOzFUJQMCR1aabW.type,1,0.0005827505827505828
system.heightening.damage.1aOzFUJQMCR1aabW,1,0.0005827505827505828
system.overlays.Fs08rHTZAfROKKzu._id,1,0.0005827505827505828
system.overlays.Fs08rHTZAfROKKzu.name,1,0.0005827505827505828
system.overlays.Fs08rHTZAfROKKzu.overlayType,1,0.0005827505827505828
system.overlays.Fs08rHTZAfROKKzu.sort,1,0.0005827505827505828
system.overlays.Fs08rHTZAfROKKzu.system.damage.0.formula,1,0.0005827505827505828
system.overlays.Fs08rHTZAfROKKzu.system.heightening.damage.0,1,0.0005827505827505828
system.overlays.noPVUX8Ocln52MKm._id,1,0.0005827505827505828
system.overlays.noPVUX8Ocln52MKm.overlayType,1,0.0005827505827505828
system.overlays.noPVUX8Ocln52MKm.sort,1,0.0005827505827505828
system.damage.eJfn85qIm5CZi3Au.applyMod,1,0.0005827505827505828
system.damage.eJfn85qIm5CZi3Au.formula,1,0.0005827505827505828
system.damage.eJfn85qIm5CZi3Au.kinds,1,0.0005827505827505828
system.damage.eJfn85qIm5CZi3Au.materials,1,0.0005827505827505828
system.damage.eJfn85qIm5CZi3Au.type,1,0.0005827505827505828
system.heightening.damage.eJfn85qIm5CZi3Au,1,0.0005827505827505828
system.damage.pEPeRZBo0RPvHAd9.applyMod,1,0.0005827505827505828
system.damage.pEPeRZBo0RPvHAd9.formula,1,0.0005827505827505828
system.damage.pEPeRZBo0RPvHAd9.kinds,1,0.0005827505827505828
system.damage.pEPeRZBo0RPvHAd9.materials,1,0.0005827505827505828
system.damage.pEPeRZBo0RPvHAd9.type,1,0.0005827505827505828
system.heightening.damage.pEPeRZBo0RPvHAd9,1,0.0005827505827505828
system.damage.H4xhI890A9oH0hSx.applyMod,1,0.0005827505827505828
system.damage.H4xhI890A9oH0hSx.formula,1,0.0005827505827505828
system.damage.H4xhI890A9oH0hSx.kinds,1,0.0005827505827505828
system.damage.H4xhI890A9oH0hSx.materials,1,0.0005827505827505828
system.damage.H4xhI890A9oH0hSx.type,1,0.0005827505827505828
system.heightening.damage.H4xhI890A9oH0hSx,1,0.0005827505827505828
system.damage.pUo5MJsp9Gefqth4.applyMod,1,0.0005827505827505828
system.damage.pUo5MJsp9Gefqth4.formula,1,0.0005827505827505828
system.damage.pUo5MJsp9Gefqth4.kinds,1,0.0005827505827505828
system.damage.pUo5MJsp9Gefqth4.materials,1,0.0005827505827505828
system.damage.pUo5MJsp9Gefqth4.type,1,0.0005827505827505828
system.heightening.damage.pUo5MJsp9Gefqth4,1,0.0005827505827505828
system.overlays.m962exgm87kqsyrm._id,1,0.0005827505827505828
system.overlays.m962exgm87kqsyrm.overlayType,1,0.0005827505827505828
system.overlays.m962exgm87kqsyrm.sort,1,0.0005827505827505828
system.overlays.m962exgm87kqsyrm.system.time.value,1,0.0005827505827505828
system.overlays.px0sdwr4arjpycne._id,1,0.0005827505827505828
system.overlays.px0sdwr4arjpycne.overlayType,1,0.0005827505827505828
system.overlays.px0sdwr4arjpycne.sort,1,0.0005827505827505828
system.overlays.px0sdwr4arjpycne.system.time.value,1,0.0005827505827505828
system.overlays.yamv3l9tw0na3g2h._id,1,0.0005827505827505828
system.overlays.yamv3l9tw0na3g2h.name,1,0.0005827505827505828
system.overlays.yamv3l9tw0na3g2h.overlayType,1,0.0005827505827505828
system.overlays.yamv3l9tw0na3g2h.sort,1,0.0005827505827505828
system.overlays.yamv3l9tw0na3g2h.system.area.value,1,0.0005827505827505828
system.overlays.yamv3l9tw0na3g2h.system.time.value,1,0.0005827505827505828
system.damage.0MD5xTKLlw8jZPKU.applyMod,1,0.0005827505827505828
system.damage.0MD5xTKLlw8jZPKU.formula,1,0.0005827505827505828
system.damage.0MD5xTKLlw8jZPKU.kinds,1,0.0005827505827505828
system.damage.0MD5xTKLlw8jZPKU.materials,1,0.0005827505827505828
system.damage.0MD5xTKLlw8jZPKU.type,1,0.0005827505827505828
system.heightening.damage.0MD5xTKLlw8jZPKU,1,0.0005827505827505828
system.damage.q8ptrzvf1kb0ms3q.applyMod,1,0.0005827505827505828
system.damage.q8ptrzvf1kb0ms3q.formula,1,0.0005827505827505828
system.damage.q8ptrzvf1kb0ms3q.kinds,1,0.0005827505827505828
system.damage.q8ptrzvf1kb0ms3q.materials,1,0.0005827505827505828
system.damage.q8ptrzvf1kb0ms3q.type,1,0.0005827505827505828
system.damage.UeqA2WmETFphNSgC.applyMod,1,0.0005827505827505828
system.damage.UeqA2WmETFphNSgC.formula,1,0.0005827505827505828
system.damage.UeqA2WmETFphNSgC.kinds,1,0.0005827505827505828
system.damage.UeqA2WmETFphNSgC.materials,1,0.0005827505827505828
system.damage.UeqA2WmETFphNSgC.type,1,0.0005827505827505828
system.heightening.damage.UeqA2WmETFphNSgC,1,0.0005827505827505828
system.damage.9lBbiFhEGXB6Gu6a.applyMod,1,0.0005827505827505828
system.damage.9lBbiFhEGXB6Gu6a.formula,1,0.0005827505827505828
system.damage.9lBbiFhEGXB6Gu6a.kinds,1,0.0005827505827505828
system.damage.9lBbiFhEGXB6Gu6a.materials,1,0.0005827505827505828
system.damage.9lBbiFhEGXB6Gu6a.type,1,0.0005827505827505828
system.heightening.damage.9lBbiFhEGXB6Gu6a,1,0.0005827505827505828
system.damage.ptca9SPN1Z5wzfrG.applyMod,1,0.0005827505827505828
system.damage.ptca9SPN1Z5wzfrG.formula,1,0.0005827505827505828
system.damage.ptca9SPN1Z5wzfrG.kinds,1,0.0005827505827505828
system.damage.ptca9SPN1Z5wzfrG.materials,1,0.0005827505827505828
system.damage.ptca9SPN1Z5wzfrG.type,1,0.0005827505827505828
system.heightening.damage.ptca9SPN1Z5wzfrG,1,0.0005827505827505828
system.damage.z4vh7m14o6f2hazs.applyMod,1,0.0005827505827505828
system.damage.z4vh7m14o6f2hazs.formula,1,0.0005827505827505828
system.damage.z4vh7m14o6f2hazs.kinds,1,0.0005827505827505828
system.damage.z4vh7m14o6f2hazs.materials,1,0.0005827505827505828
system.damage.z4vh7m14o6f2hazs.type,1,0.0005827505827505828
system.heightening.damage.z4vh7m14o6f2hazs,1,0.0005827505827505828
system.damage.xiuuffbu1j9b54eq.applyMod,1,0.0005827505827505828
system.damage.xiuuffbu1j9b54eq.formula,1,0.0005827505827505828
system.damage.xiuuffbu1j9b54eq.kinds,1,0.0005827505827505828
system.damage.xiuuffbu1j9b54eq.materials,1,0.0005827505827505828
system.damage.xiuuffbu1j9b54eq.type,1,0.0005827505827505828
system.heightening.damage.xiuuffbu1j9b54eq,1,0.0005827505827505828
system.damage.DzJpYMdE0NBqqQXM.applyMod,1,0.0005827505827505828
system.damage.DzJpYMdE0NBqqQXM.formula,1,0.0005827505827505828
system.damage.DzJpYMdE0NBqqQXM.kinds,1,0.0005827505827505828
system.damage.DzJpYMdE0NBqqQXM.materials,1,0.0005827505827505828
system.damage.DzJpYMdE0NBqqQXM.type,1,0.0005827505827505828
system.heightening.damage.DzJpYMdE0NBqqQXM,1,0.0005827505827505828
system.damage.1kBezKdL9iXSMfzn.applyMod,1,0.0005827505827505828
system.damage.1kBezKdL9iXSMfzn.formula,1,0.0005827505827505828
system.damage.1kBezKdL9iXSMfzn.kinds,1,0.0005827505827505828
system.damage.1kBezKdL9iXSMfzn.materials,1,0.0005827505827505828
system.damage.1kBezKdL9iXSMfzn.type,1,0.0005827505827505828
system.damage.rcaspoacHgRYSM72.applyMod,1,0.0005827505827505828
system.damage.rcaspoacHgRYSM72.category,1,0.0005827505827505828
system.damage.rcaspoacHgRYSM72.formula,1,0.0005827505827505828
system.damage.rcaspoacHgRYSM72.kinds,1,0.0005827505827505828
system.damage.rcaspoacHgRYSM72.materials,1,0.0005827505827505828
system.damage.rcaspoacHgRYSM72.type,1,0.0005827505827505828
system.heightening.damage.1kBezKdL9iXSMfzn,1,0.0005827505827505828
system.heightening.damage.rcaspoacHgRYSM72,1,0.0005827505827505828
system.overlays.QDQIFtc8RxaD9iS7._id,1,0.0005827505827505828
system.overlays.QDQIFtc8RxaD9iS7.name,1,0.0005827505827505828
system.overlays.QDQIFtc8RxaD9iS7.overlayType,1,0.0005827505827505828
system.overlays.QDQIFtc8RxaD9iS7.sort,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV._id,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV.name,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV.overlayType,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV.sort,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV.system.damage.0.kinds,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV.system.damage.0.type,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV.system.defense.save.basic,1,0.0005827505827505828
system.overlays.kHaktf2Oiv8TRiCV.system.defense.save.statistic,1,0.0005827505827505828
system.damage.j2ds5suvw51ucg4c.applyMod,1,0.0005827505827505828
system.damage.j2ds5suvw51ucg4c.formula,1,0.0005827505827505828
system.damage.j2ds5suvw51ucg4c.kinds,1,0.0005827505827505828
system.damage.j2ds5suvw51ucg4c.materials,1,0.0005827505827505828
system.damage.j2ds5suvw51ucg4c.type,1,0.0005827505827505828
system.heightening.damage.j2ds5suvw51ucg4c,1,0.0005827505827505828
system.damage.h5zzrh1xmy9k57m6.applyMod,1,0.0005827505827505828
system.damage.h5zzrh1xmy9k57m6.formula,1,0.0005827505827505828
system.damage.h5zzrh1xmy9k57m6.kinds,1,0.0005827505827505828
system.damage.h5zzrh1xmy9k57m6.materials,1,0.0005827505827505828
system.damage.h5zzrh1xmy9k57m6.type,1,0.0005827505827505828
system.heightening.levels.4.damage.h5zzrh1xmy9k57m6.applyMod,1,0.0005827505827505828
system.heightening.levels.4.damage.h5zzrh1xmy9k57m6.formula,1,0.0005827505827505828
system.heightening.levels.4.damage.h5zzrh1xmy9k57m6.materials,1,0.0005827505827505828
system.heightening.levels.4.damage.h5zzrh1xmy9k57m6.type,1,0.0005827505827505828
system.damage.31ztnkdh2g12fivc.applyMod,1,0.0005827505827505828
system.damage.31ztnkdh2g12fivc.formula,1,0.0005827505827505828
system.damage.31ztnkdh2g12fivc.kinds,1,0.0005827505827505828
system.damage.31ztnkdh2g12fivc.materials,1,0.0005827505827505828
system.damage.31ztnkdh2g12fivc.type,1,0.0005827505827505828
system.damage.9oaina411wu1igyn.applyMod,1,0.0005827505827505828
system.damage.9oaina411wu1igyn.formula,1,0.0005827505827505828
system.damage.9oaina411wu1igyn.kinds,1,0.0005827505827505828
system.damage.9oaina411wu1igyn.materials,1,0.0005827505827505828
system.damage.9oaina411wu1igyn.type,1,0.0005827505827505828
system.heightening.damage.31ztnkdh2g12fivc,1,0.0005827505827505828
system.heightening.damage.9oaina411wu1igyn,1,0.0005827505827505828
system.traits.selected.enchantment,1,0.0005827505827505828
system.damage.CCRf3ezRsr91DEo0.applyMod,1,0.0005827505827505828
system.damage.CCRf3ezRsr91DEo0.formula,1,0.0005827505827505828
system.damage.CCRf3ezRsr91DEo0.kinds,1,0.0005827505827505828
system.damage.CCRf3ezRsr91DEo0.materials,1,0.0005827505827505828
system.damage.CCRf3ezRsr91DEo0.type,1,0.0005827505827505828
system.damage.Pw864Jw8qLF34TrG.applyMod,1,0.0005827505827505828
system.damage.Pw864Jw8qLF34TrG.category,1,0.0005827505827505828
system.damage.Pw864Jw8qLF34TrG.formula,1,0.0005827505827505828
system.damage.Pw864Jw8qLF34TrG.kinds,1,0.0005827505827505828
system.damage.Pw864Jw8qLF34TrG.materials,1,0.0005827505827505828
system.damage.Pw864Jw8qLF34TrG.type,1,0.0005827505827505828
system.heightening.damage.CCRf3ezRsr91DEo0,1,0.0005827505827505828
system.heightening.damage.Pw864Jw8qLF34TrG,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN._id,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.name,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.overlayType,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.sort,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.damage.2MvpaX0V8xQX6CsS.applyMod,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.damage.2MvpaX0V8xQX6CsS.formula,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.damage.2MvpaX0V8xQX6CsS.materials,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.damage.2MvpaX0V8xQX6CsS.type,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.defense.save.basic,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.defense.save.statistic,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.heightening.damage.2MvpaX0V8xQX6CsS,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.heightening.interval,1,0.0005827505827505828
system.overlays.Dn2urqase1klSlXN.system.heightening.type,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1._id,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.name,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.overlayType,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.sort,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.6VDpVfnth5Jo4Ik5.applyMod,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.6VDpVfnth5Jo4Ik5.formula,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.6VDpVfnth5Jo4Ik5.materials,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.6VDpVfnth5Jo4Ik5.type,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.Zz4wGcMxD0oYt8b5.applyMod,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.Zz4wGcMxD0oYt8b5.category,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.Zz4wGcMxD0oYt8b5.formula,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.Zz4wGcMxD0oYt8b5.materials,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.damage.Zz4wGcMxD0oYt8b5.type,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.defense.save.basic,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.defense.save.statistic,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.heightening.damage.6VDpVfnth5Jo4Ik5,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.heightening.damage.Zz4wGcMxD0oYt8b5,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.heightening.interval,1,0.0005827505827505828
system.overlays.OsMweS7nFHnNhCy1.system.heightening.type,1,0.0005827505827505828
system.damage.gftav8gvt4i3mqj6.applyMod,1,0.0005827505827505828
system.damage.gftav8gvt4i3mqj6.formula,1,0.0005827505827505828
system.damage.gftav8gvt4i3mqj6.kinds,1,0.0005827505827505828
system.damage.gftav8gvt4i3mqj6.materials,1,0.0005827505827505828
system.damage.gftav8gvt4i3mqj6.type,1,0.0005827505827505828
system.heightening.damage.gftav8gvt4i3mqj6,1,0.0005827505827505828
system.damage.pX92NmS2GoYpHJrp.applyMod,1,0.0005827505827505828
system.damage.pX92NmS2GoYpHJrp.formula,1,0.0005827505827505828
system.damage.pX92NmS2GoYpHJrp.kinds,1,0.0005827505827505828
system.damage.pX92NmS2GoYpHJrp.materials,1,0.0005827505827505828
system.damage.pX92NmS2GoYpHJrp.type,1,0.0005827505827505828
system.heightening.damage.pX92NmS2GoYpHJrp,1,0.0005827505827505828
system.damage.1Yh5PCqtUHHVKkOd.applyMod,1,0.0005827505827505828
system.damage.1Yh5PCqtUHHVKkOd.formula,1,0.0005827505827505828
system.damage.1Yh5PCqtUHHVKkOd.kinds,1,0.0005827505827505828
system.damage.1Yh5PCqtUHHVKkOd.materials,1,0.0005827505827505828
system.damage.1Yh5PCqtUHHVKkOd.type,1,0.0005827505827505828
system.damage.YRYbZTnIe7w9wHLU.applyMod,1,0.0005827505827505828
system.damage.YRYbZTnIe7w9wHLU.formula,1,0.0005827505827505828
system.damage.YRYbZTnIe7w9wHLU.kinds,1,0.0005827505827505828
system.damage.YRYbZTnIe7w9wHLU.materials,1,0.0005827505827505828
system.damage.YRYbZTnIe7w9wHLU.type,1,0.0005827505827505828
system.heightening.damage.YRYbZTnIe7w9wHLU,1,0.0005827505827505828
